W\.?V\.?-owned	STATE_OR_PROVINCE	MISC	1
W\.?V\.?-controlled	STATE_OR_PROVINCE	MISC	1
W\.?V\.?-raised	STATE_OR_PROVINCE	MISC	1
W\.?V\.?-educated	STATE_OR_PROVINCE	MISC	1
W\.?V\.?-backed	STATE_OR_PROVINCE	MISC	1
W\.?V\.?-trained	STATE_OR_PROVINCE	MISC	1
W\.?V\.?-born	STATE_OR_PROVINCE	MISC	1
W\.?V\.?-area	STATE_OR_PROVINCE	MISC	1
W\.?V\.?-registered	STATE_OR_PROVINCE	MISC	1
Wis\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Wis\.?-owned	STATE_OR_PROVINCE	MISC	1
Wis\.?-controlled	STATE_OR_PROVINCE	MISC	1
Wis\.?-raised	STATE_OR_PROVINCE	MISC	1
Wis\.?-educated	STATE_OR_PROVINCE	MISC	1
Wis\.?-backed	STATE_OR_PROVINCE	MISC	1
Wis\.?-trained	STATE_OR_PROVINCE	MISC	1
Wis\.?-born	STATE_OR_PROVINCE	MISC	1
Wis\.?-area	STATE_OR_PROVINCE	MISC	1
Wis\.?-registered	STATE_OR_PROVINCE	MISC	1
Wyo\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Wyo\.?-owned	STATE_OR_PROVINCE	MISC	1
Wyo\.?-controlled	STATE_OR_PROVINCE	MISC	1
Wyo\.?-raised	STATE_OR_PROVINCE	MISC	1
Wyo\.?-educated	STATE_OR_PROVINCE	MISC	1
Wyo\.?-backed	STATE_OR_PROVINCE	MISC	1
Wyo\.?-trained	STATE_OR_PROVINCE	MISC	1
Wyo\.?-born	STATE_OR_PROVINCE	MISC	1
Wyo\.?-area	STATE_OR_PROVINCE	MISC	1
Wyo\.?-registered	STATE_OR_PROVINCE	MISC	1
Alta\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Alta\.?-owned	STATE_OR_PROVINCE	MISC	1
Alta\.?-controlled	STATE_OR_PROVINCE	MISC	1
Alta\.?-raised	STATE_OR_PROVINCE	MISC	1
Alta\.?-educated	STATE_OR_PROVINCE	MISC	1
Alta\.?-backed	STATE_OR_PROVINCE	MISC	1
Alta\.?-trained	STATE_OR_PROVINCE	MISC	1
Alta\.?-born	STATE_OR_PROVINCE	MISC	1
Alta\.?-area	STATE_OR_PROVINCE	MISC	1
Alta\.?-registered	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-headquartered	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-owned	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-controlled	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-raised	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-educated	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-backed	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-trained	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-born	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-area	STATE_OR_PROVINCE	MISC	1
B\.?C\.?-registered	STATE_OR_PROVINCE	MISC	1
Man\.-headquartered	STATE_OR_PROVINCE	MISC	1
Man\.-owned	STATE_OR_PROVINCE	MISC	1
Man\.-controlled	STATE_OR_PROVINCE	MISC	1
Man\.-raised	STATE_OR_PROVINCE	MISC	1
Man\.-educated	STATE_OR_PROVINCE	MISC	1
Man\.-backed	STATE_OR_PROVINCE	MISC	1
Man\.-trained	STATE_OR_PROVINCE	MISC	1
Man\.-born	STATE_OR_PROVINCE	MISC	1
Man\.-area	STATE_OR_PROVINCE	MISC	1
Man\.-registered	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?B\.?-registered	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?F\.?-registered	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?W\.?T\.?-registered	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?S\.?-registered	STATE_OR_PROVINCE	MISC	1
Nunavut-headquartered	STATE_OR_PROVINCE	MISC	1
Nunavut-owned	STATE_OR_PROVINCE	MISC	1
Nunavut-controlled	STATE_OR_PROVINCE	MISC	1
Nunavut-raised	STATE_OR_PROVINCE	MISC	1
Nunavut-educated	STATE_OR_PROVINCE	MISC	1
Nunavut-backed	STATE_OR_PROVINCE	MISC	1
Nunavut-trained	STATE_OR_PROVINCE	MISC	1
Nunavut-born	STATE_OR_PROVINCE	MISC	1
Nunavut-area	STATE_OR_PROVINCE	MISC	1
Nunavut-registered	STATE_OR_PROVINCE	MISC	1
Ont\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Ont\.?-owned	STATE_OR_PROVINCE	MISC	1
Ont\.?-controlled	STATE_OR_PROVINCE	MISC	1
Ont\.?-raised	STATE_OR_PROVINCE	MISC	1
Ont\.?-educated	STATE_OR_PROVINCE	MISC	1
Ont\.?-backed	STATE_OR_PROVINCE	MISC	1
Ont\.?-trained	STATE_OR_PROVINCE	MISC	1
Ont\.?-born	STATE_OR_PROVINCE	MISC	1
Ont\.?-area	STATE_OR_PROVINCE	MISC	1
Ont\.?-registered	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-headquartered	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-owned	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-controlled	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-raised	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-educated	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-backed	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-trained	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-born	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-area	STATE_OR_PROVINCE	MISC	1
P\.?E\.?I\.?-registered	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-headquartered	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-owned	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-controlled	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-raised	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-educated	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-backed	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-trained	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-born	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-area	STATE_OR_PROVINCE	MISC	1
P\.?Q\.?-registered	STATE_OR_PROVINCE	MISC	1
Qué\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Qué\.?-owned	STATE_OR_PROVINCE	MISC	1
Qué\.?-controlled	STATE_OR_PROVINCE	MISC	1
Qué\.?-raised	STATE_OR_PROVINCE	MISC	1
Qué\.?-educated	STATE_OR_PROVINCE	MISC	1
Qué\.?-backed	STATE_OR_PROVINCE	MISC	1
Qué\.?-trained	STATE_OR_PROVINCE	MISC	1
Qué\.?-born	STATE_OR_PROVINCE	MISC	1
Qué\.?-area	STATE_OR_PROVINCE	MISC	1
Qué\.?-registered	STATE_OR_PROVINCE	MISC	1
Sask\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Sask\.?-owned	STATE_OR_PROVINCE	MISC	1
Sask\.?-controlled	STATE_OR_PROVINCE	MISC	1
Sask\.?-raised	STATE_OR_PROVINCE	MISC	1
Sask\.?-educated	STATE_OR_PROVINCE	MISC	1
Sask\.?-backed	STATE_OR_PROVINCE	MISC	1
Sask\.?-trained	STATE_OR_PROVINCE	MISC	1
Sask\.?-born	STATE_OR_PROVINCE	MISC	1
Sask\.?-area	STATE_OR_PROVINCE	MISC	1
Sask\.?-registered	STATE_OR_PROVINCE	MISC	1
Yuk\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Yuk\.?-owned	STATE_OR_PROVINCE	MISC	1
Yuk\.?-controlled	STATE_OR_PROVINCE	MISC	1
Yuk\.?-raised	STATE_OR_PROVINCE	MISC	1
Yuk\.?-educated	STATE_OR_PROVINCE	MISC	1
Yuk\.?-backed	STATE_OR_PROVINCE	MISC	1
Yuk\.?-trained	STATE_OR_PROVINCE	MISC	1
Yuk\.?-born	STATE_OR_PROVINCE	MISC	1
Yuk\.?-area	STATE_OR_PROVINCE	MISC	1
Yuk\.?-registered	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-owned	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-controlled	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-raised	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-educated	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-backed	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-trained	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-born	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-area	STATE_OR_PROVINCE	MISC	1
Y\.?T\.?-registered	STATE_OR_PROVINCE	MISC	1
L\.?A\.?-headquartered	CITY	MISC	1
L\.?A\.?-owned	CITY	MISC	1
L\.?A\.?-controlled	CITY	MISC	1
L\.?A\.?-raised	CITY	MISC	1
L\.?A\.?-educated	CITY	MISC	1
L\.?A\.?-backed	CITY	MISC	1
L\.?A\.?-trained	CITY	MISC	1
L\.?A\.?-born	CITY	MISC	1
L\.?A\.?-area	CITY	MISC	1
L\.?A\.?-registered	CITY	MISC	1
S\.?F\.?-headquartered	CITY	MISC	1
S\.?F\.?-owned	CITY	MISC	1
S\.?F\.?-controlled	CITY	MISC	1
S\.?F\.?-raised	CITY	MISC	1
S\.?F\.?-educated	CITY	MISC	1
S\.?F\.?-backed	CITY	MISC	1
S\.?F\.?-trained	CITY	MISC	1
S\.?F\.?-born	CITY	MISC	1
S\.?F\.?-area	CITY	MISC	1
S\.?F\.?-registered	CITY	MISC	1
S\.?J\.?-headquartered	CITY	MISC	1
S\.?J\.?-owned	CITY	MISC	1
S\.?J\.?-controlled	CITY	MISC	1
S\.?J\.?-raised	CITY	MISC	1
S\.?J\.?-educated	CITY	MISC	1
S\.?J\.?-backed	CITY	MISC	1
S\.?J\.?-trained	CITY	MISC	1
S\.?J\.?-born	CITY	MISC	1
S\.?J\.?-area	CITY	MISC	1
S\.?J\.?-registered	CITY	MISC	1
N\.?Y\.?-headquartered	CITY	MISC	1
N\.?Y\.?-owned	CITY	MISC	1
N\.?Y\.?-controlled	CITY	MISC	1
N\.?Y\.?-raised	CITY	MISC	1
N\.?Y\.?-educated	CITY	MISC	1
N\.?Y\.?-backed	CITY	MISC	1
N\.?Y\.?-trained	CITY	MISC	1
N\.?Y\.?-born	CITY	MISC	1
N\.?Y\.?-area	CITY	MISC	1
N\.?Y\.?-registered	CITY	MISC	1
Acevedo-headquartered	CITY	MISC	1
Acevedo-owned	CITY	MISC	1
Acevedo-controlled	CITY	MISC	1
Acevedo-raised	CITY	MISC	1
Acevedo-educated	CITY	MISC	1
Acevedo-backed	CITY	MISC	1
Acevedo-trained	CITY	MISC	1
Acevedo-born	CITY	MISC	1
Acevedo-area	CITY	MISC	1
Acevedo-registered	CITY	MISC	1
Aguilar-headquartered	CITY	MISC	1
Aguilar-owned	CITY	MISC	1
Aguilar-controlled	CITY	MISC	1
Aguilar-raised	CITY	MISC	1
Aguilar-educated	CITY	MISC	1
Aguilar-backed	CITY	MISC	1
Aguilar-trained	CITY	MISC	1
Aguilar-born	CITY	MISC	1
Aguilar-area	CITY	MISC	1
Aguilar-registered	CITY	MISC	1
Allen-headquartered	CITY	MISC	1
Allen-owned	CITY	MISC	1
Allen-controlled	CITY	MISC	1
Allen-raised	CITY	MISC	1
Allen-educated	CITY	MISC	1
Allen-backed	CITY	MISC	1
Allen-trained	CITY	MISC	1
Allen-born	CITY	MISC	1
Allen-area	CITY	MISC	1
Allen-registered	CITY	MISC	1
Alvarado-headquartered	CITY	MISC	1
Alvarado-owned	CITY	MISC	1
Alvarado-controlled	CITY	MISC	1
Alvarado-raised	CITY	MISC	1
Alvarado-educated	CITY	MISC	1
Alvarado-backed	CITY	MISC	1
Alvarado-trained	CITY	MISC	1
Alvarado-born	CITY	MISC	1
Alvarado-area	CITY	MISC	1
Alvarado-registered	CITY	MISC	1
Anderson-headquartered	CITY	MISC	1
Anderson-owned	CITY	MISC	1
Anderson-controlled	CITY	MISC	1
Anderson-raised	CITY	MISC	1
Anderson-educated	CITY	MISC	1
Anderson-backed	CITY	MISC	1
Anderson-trained	CITY	MISC	1
Anderson-born	CITY	MISC	1
Anderson-area	CITY	MISC	1
Anderson-registered	CITY	MISC	1
Andrews-headquartered	CITY	MISC	1
Andrews-owned	CITY	MISC	1
Andrews-controlled	CITY	MISC	1
Andrews-raised	CITY	MISC	1
Andrews-educated	CITY	MISC	1
Andrews-backed	CITY	MISC	1
Andrews-trained	CITY	MISC	1
Andrews-born	CITY	MISC	1
Andrews-area	CITY	MISC	1
Andrews-registered	CITY	MISC	1
Armstrong-headquartered	CITY	MISC	1
Armstrong-owned	CITY	MISC	1
Armstrong-controlled	CITY	MISC	1
Armstrong-raised	CITY	MISC	1
Armstrong-educated	CITY	MISC	1
Armstrong-backed	CITY	MISC	1
Armstrong-trained	CITY	MISC	1
Armstrong-born	CITY	MISC	1
Armstrong-area	CITY	MISC	1
Armstrong-registered	CITY	MISC	1
Arnold-headquartered	CITY	MISC	1
Arnold-owned	CITY	MISC	1
Arnold-controlled	CITY	MISC	1
Arnold-raised	CITY	MISC	1
Arnold-educated	CITY	MISC	1
Arnold-backed	CITY	MISC	1
Arnold-trained	CITY	MISC	1
Arnold-born	CITY	MISC	1
Arnold-area	CITY	MISC	1
Arnold-registered	CITY	MISC	1
Atkinson-headquartered	CITY	MISC	1
Atkinson-owned	CITY	MISC	1
Atkinson-controlled	CITY	MISC	1
Atkinson-raised	CITY	MISC	1
Atkinson-educated	CITY	MISC	1
Atkinson-backed	CITY	MISC	1
Atkinson-trained	CITY	MISC	1
Atkinson-born	CITY	MISC	1
Atkinson-area	CITY	MISC	1
Atkinson-registered	CITY	MISC	1
Austin-headquartered	CITY	MISC	1
Austin-owned	CITY	MISC	1
Austin-controlled	CITY	MISC	1
Austin-raised	CITY	MISC	1
Austin-educated	CITY	MISC	1
Austin-backed	CITY	MISC	1
Austin-trained	CITY	MISC	1
Austin-born	CITY	MISC	1
Austin-area	CITY	MISC	1
Austin-registered	CITY	MISC	1
Avila-headquartered	CITY	MISC	1
Avila-owned	CITY	MISC	1
Avila-controlled	CITY	MISC	1
Avila-raised	CITY	MISC	1
Avila-educated	CITY	MISC	1
Avila-backed	CITY	MISC	1
Avila-trained	CITY	MISC	1
Avila-born	CITY	MISC	1
Avila-area	CITY	MISC	1
Avila-registered	CITY	MISC	1
Ayala-headquartered	CITY	MISC	1
Ayala-owned	CITY	MISC	1
Ayala-controlled	CITY	MISC	1
Ayala-raised	CITY	MISC	1
Ayala-educated	CITY	MISC	1
Ayala-backed	CITY	MISC	1
Ayala-trained	CITY	MISC	1
Ayala-born	CITY	MISC	1
Ayala-area	CITY	MISC	1
Ayala-registered	CITY	MISC	1
Baker-headquartered	CITY	MISC	1
Baker-owned	CITY	MISC	1
Baker-controlled	CITY	MISC	1
Baker-raised	CITY	MISC	1
Baker-educated	CITY	MISC	1
Baker-backed	CITY	MISC	1
Baker-trained	CITY	MISC	1
Baker-born	CITY	MISC	1
Baker-area	CITY	MISC	1
Baker-registered	CITY	MISC	1
Baldwin-headquartered	CITY	MISC	1
Baldwin-owned	CITY	MISC	1
Baldwin-controlled	CITY	MISC	1
Baldwin-raised	CITY	MISC	1
Baldwin-educated	CITY	MISC	1
Baldwin-backed	CITY	MISC	1
Baldwin-trained	CITY	MISC	1
Baldwin-born	CITY	MISC	1
Baldwin-area	CITY	MISC	1
Baldwin-registered	CITY	MISC	1
Barry-headquartered	CITY	MISC	1
Barry-owned	CITY	MISC	1
Barry-controlled	CITY	MISC	1
Barry-raised	CITY	MISC	1
Barry-educated	CITY	MISC	1
Barry-backed	CITY	MISC	1
Barry-trained	CITY	MISC	1
Barry-born	CITY	MISC	1
Barry-area	CITY	MISC	1
Barry-registered	CITY	MISC	1
Bartlett-headquartered	CITY	MISC	1
Bartlett-owned	CITY	MISC	1
Bartlett-controlled	CITY	MISC	1
Bartlett-raised	CITY	MISC	1
Bartlett-educated	CITY	MISC	1
Bartlett-backed	CITY	MISC	1
Bartlett-trained	CITY	MISC	1
Bartlett-born	CITY	MISC	1
Bartlett-area	CITY	MISC	1
Bartlett-registered	CITY	MISC	1
Bautista-headquartered	CITY	MISC	1
Bautista-owned	CITY	MISC	1
Bautista-controlled	CITY	MISC	1
Bautista-raised	CITY	MISC	1
Bautista-educated	CITY	MISC	1
Bautista-backed	CITY	MISC	1
Bautista-trained	CITY	MISC	1
Bautista-born	CITY	MISC	1
Bautista-area	CITY	MISC	1
Bautista-registered	CITY	MISC	1
Bell-headquartered	CITY	MISC	1
Bell-owned	CITY	MISC	1
Bell-controlled	CITY	MISC	1
Bell-raised	CITY	MISC	1
Bell-educated	CITY	MISC	1
Bell-backed	CITY	MISC	1
Bell-trained	CITY	MISC	1
Bell-born	CITY	MISC	1
Bell-area	CITY	MISC	1
Bell-registered	CITY	MISC	1
Beltran-headquartered	CITY	MISC	1
Beltran-owned	CITY	MISC	1
Beltran-controlled	CITY	MISC	1
Beltran-raised	CITY	MISC	1
Beltran-educated	CITY	MISC	1
Beltran-backed	CITY	MISC	1
Beltran-trained	CITY	MISC	1
Beltran-born	CITY	MISC	1
Beltran-area	CITY	MISC	1
Beltran-registered	CITY	MISC	1
Bentley-headquartered	CITY	MISC	1
Bentley-owned	CITY	MISC	1
Bentley-controlled	CITY	MISC	1
Bentley-raised	CITY	MISC	1
Bentley-educated	CITY	MISC	1
Bentley-backed	CITY	MISC	1
Bentley-trained	CITY	MISC	1
Bentley-born	CITY	MISC	1
Bentley-area	CITY	MISC	1
Bentley-registered	CITY	MISC	1
Benton-headquartered	CITY	MISC	1
Benton-owned	CITY	MISC	1
Benton-controlled	CITY	MISC	1
Benton-raised	CITY	MISC	1
Benton-educated	CITY	MISC	1
Benton-backed	CITY	MISC	1
Benton-trained	CITY	MISC	1
Benton-born	CITY	MISC	1
Benton-area	CITY	MISC	1
Benton-registered	CITY	MISC	1
Berg-headquartered	CITY	MISC	1
Berg-owned	CITY	MISC	1
Berg-controlled	CITY	MISC	1
Berg-raised	CITY	MISC	1
Berg-educated	CITY	MISC	1
Berg-backed	CITY	MISC	1
Berg-trained	CITY	MISC	1
Berg-born	CITY	MISC	1
Berg-area	CITY	MISC	1
Berg-registered	CITY	MISC	1
Berger-headquartered	CITY	MISC	1
Berger-owned	CITY	MISC	1
Berger-controlled	CITY	MISC	1
Berger-raised	CITY	MISC	1
Berger-educated	CITY	MISC	1
Berger-backed	CITY	MISC	1
Berger-trained	CITY	MISC	1
Berger-born	CITY	MISC	1
Berger-area	CITY	MISC	1
Berger-registered	CITY	MISC	1
Blackburn-headquartered	CITY	MISC	1
Blackburn-owned	CITY	MISC	1
Blackburn-controlled	CITY	MISC	1
Blackburn-raised	CITY	MISC	1
Blackburn-educated	CITY	MISC	1
Blackburn-backed	CITY	MISC	1
Blackburn-trained	CITY	MISC	1
Blackburn-born	CITY	MISC	1
Blackburn-area	CITY	MISC	1
Blackburn-registered	CITY	MISC	1
Bolton-headquartered	CITY	MISC	1
Bolton-owned	CITY	MISC	1
Bolton-controlled	CITY	MISC	1
Bolton-raised	CITY	MISC	1
Bolton-educated	CITY	MISC	1
Bolton-backed	CITY	MISC	1
Bolton-trained	CITY	MISC	1
Bolton-born	CITY	MISC	1
Bolton-area	CITY	MISC	1
Bolton-registered	CITY	MISC	1
Boone-headquartered	CITY	MISC	1
Boone-owned	CITY	MISC	1
Boone-controlled	CITY	MISC	1
Boone-raised	CITY	MISC	1
Boone-educated	CITY	MISC	1
Boone-backed	CITY	MISC	1
Boone-trained	CITY	MISC	1
Boone-born	CITY	MISC	1
Boone-area	CITY	MISC	1
Boone-registered	CITY	MISC	1
Bowen-headquartered	CITY	MISC	1
Bowen-owned	CITY	MISC	1
Bowen-controlled	CITY	MISC	1
Bowen-raised	CITY	MISC	1
Bowen-educated	CITY	MISC	1
Bowen-backed	CITY	MISC	1
Bowen-trained	CITY	MISC	1
Bowen-born	CITY	MISC	1
Bowen-area	CITY	MISC	1
Bowen-registered	CITY	MISC	1
Boyle-headquartered	CITY	MISC	1
Boyle-owned	CITY	MISC	1
Boyle-controlled	CITY	MISC	1
Boyle-raised	CITY	MISC	1
Boyle-educated	CITY	MISC	1
Boyle-backed	CITY	MISC	1
Boyle-trained	CITY	MISC	1
Boyle-born	CITY	MISC	1
Boyle-area	CITY	MISC	1
Boyle-registered	CITY	MISC	1
Bradford-headquartered	CITY	MISC	1
Bradford-owned	CITY	MISC	1
Bradford-controlled	CITY	MISC	1
Bradford-raised	CITY	MISC	1
Bradford-educated	CITY	MISC	1
Bradford-backed	CITY	MISC	1
Bradford-trained	CITY	MISC	1
Bradford-born	CITY	MISC	1
Bradford-area	CITY	MISC	1
Bradford-registered	CITY	MISC	1
Bradley-headquartered	CITY	MISC	1
Bradley-owned	CITY	MISC	1
Bradley-controlled	CITY	MISC	1
Bradley-raised	CITY	MISC	1
Bradley-educated	CITY	MISC	1
Bradley-backed	CITY	MISC	1
Bradley-trained	CITY	MISC	1
Bradley-born	CITY	MISC	1
Bradley-area	CITY	MISC	1
Bradley-registered	CITY	MISC	1
Bray-headquartered	CITY	MISC	1
Bray-owned	CITY	MISC	1
Bray-controlled	CITY	MISC	1
Bray-raised	CITY	MISC	1
Bray-educated	CITY	MISC	1
Bray-backed	CITY	MISC	1
Bray-trained	CITY	MISC	1
Bray-born	CITY	MISC	1
Bray-area	CITY	MISC	1
Bray-registered	CITY	MISC	1
Brewer-headquartered	CITY	MISC	1
Brewer-owned	CITY	MISC	1
Brewer-controlled	CITY	MISC	1
Brewer-raised	CITY	MISC	1
Brewer-educated	CITY	MISC	1
Brewer-backed	CITY	MISC	1
Brewer-trained	CITY	MISC	1
Brewer-born	CITY	MISC	1
Brewer-area	CITY	MISC	1
Brewer-registered	CITY	MISC	1
Brooks-headquartered	CITY	MISC	1
Brooks-owned	CITY	MISC	1
Brooks-controlled	CITY	MISC	1
Brooks-raised	CITY	MISC	1
Brooks-educated	CITY	MISC	1
Brooks-backed	CITY	MISC	1
Brooks-trained	CITY	MISC	1
Brooks-born	CITY	MISC	1
Brooks-area	CITY	MISC	1
Brooks-registered	CITY	MISC	1
Bryan-headquartered	CITY	MISC	1
Bryan-owned	CITY	MISC	1
Bryan-controlled	CITY	MISC	1
Bryan-raised	CITY	MISC	1
Bryan-educated	CITY	MISC	1
Bryan-backed	CITY	MISC	1
Bryan-trained	CITY	MISC	1
Bryan-born	CITY	MISC	1
Bryan-area	CITY	MISC	1
Bryan-registered	CITY	MISC	1
Bryant-headquartered	CITY	MISC	1
Bryant-owned	CITY	MISC	1
Bryant-controlled	CITY	MISC	1
Bryant-raised	CITY	MISC	1
Bryant-educated	CITY	MISC	1
Bryant-backed	CITY	MISC	1
Bryant-trained	CITY	MISC	1
Bryant-born	CITY	MISC	1
Bryant-area	CITY	MISC	1
Bryant-registered	CITY	MISC	1
Buchanan-headquartered	CITY	MISC	1
Buchanan-owned	CITY	MISC	1
Buchanan-controlled	CITY	MISC	1
Buchanan-raised	CITY	MISC	1
Buchanan-educated	CITY	MISC	1
Buchanan-backed	CITY	MISC	1
Buchanan-trained	CITY	MISC	1
Buchanan-born	CITY	MISC	1
Buchanan-area	CITY	MISC	1
Buchanan-registered	CITY	MISC	1
Burke-headquartered	CITY	MISC	1
Burke-owned	CITY	MISC	1
Burke-controlled	CITY	MISC	1
Burke-raised	CITY	MISC	1
Burke-educated	CITY	MISC	1
Burke-backed	CITY	MISC	1
Burke-trained	CITY	MISC	1
Burke-born	CITY	MISC	1
Burke-area	CITY	MISC	1
Burke-registered	CITY	MISC	1
Burton-headquartered	CITY	MISC	1
Burton-owned	CITY	MISC	1
Burton-controlled	CITY	MISC	1
Burton-raised	CITY	MISC	1
Burton-educated	CITY	MISC	1
Burton-backed	CITY	MISC	1
Burton-trained	CITY	MISC	1
Burton-born	CITY	MISC	1
Burton-area	CITY	MISC	1
Burton-registered	CITY	MISC	1
Butler-headquartered	CITY	MISC	1
Butler-owned	CITY	MISC	1
Butler-controlled	CITY	MISC	1
Butler-raised	CITY	MISC	1
Butler-educated	CITY	MISC	1
Butler-backed	CITY	MISC	1
Butler-trained	CITY	MISC	1
Butler-born	CITY	MISC	1
Butler-area	CITY	MISC	1
Butler-registered	CITY	MISC	1
Cabrera-headquartered	CITY	MISC	1
Cabrera-owned	CITY	MISC	1
Cabrera-controlled	CITY	MISC	1
Cabrera-raised	CITY	MISC	1
Cabrera-educated	CITY	MISC	1
Cabrera-backed	CITY	MISC	1
Cabrera-trained	CITY	MISC	1
Cabrera-born	CITY	MISC	1
Cabrera-area	CITY	MISC	1
Cabrera-registered	CITY	MISC	1
Caldwell-headquartered	CITY	MISC	1
Caldwell-owned	CITY	MISC	1
Caldwell-controlled	CITY	MISC	1
Caldwell-raised	CITY	MISC	1
Caldwell-educated	CITY	MISC	1
Caldwell-backed	CITY	MISC	1
Caldwell-trained	CITY	MISC	1
Caldwell-born	CITY	MISC	1
Caldwell-area	CITY	MISC	1
Caldwell-registered	CITY	MISC	1
Calhoun-headquartered	CITY	MISC	1
Calhoun-owned	CITY	MISC	1
Calhoun-controlled	CITY	MISC	1
